874	-498	1440	602	170	-805	373	50	38	0	4	1	1	1
872	-494	1440	600	169	-806	368	44	38	0	4	1	1	1
868	-494	1423	595	162	-806	365	41	38	0	4	1	1	1
872	-496	1421	595	166	-803	365	49	38	0	4	1	1	1
872	-497	1434	595	167	-808	366	50	38	0	4	1	1	1
866	-493	1429	596	165	-813	367	43	38	0	4	1	1	1
868	-475	1421	596	188	-780	368	70	38	0	4	1	1	1
874	-453	1427	595	218	-740	367	111	38	0	4	1	1	1
870	-463	1423	592	199	-761	367	92	38	0	4	1	1	1
865	-481	1424	590	180	-781	369	68	38	0	4	1	1	1
865	-473	1428	590	193	-765	367	85	38	0	4	1	1	1
866	-485	1415	590	179	-784	357	66	38	0	4	1	1	1
870	-496	1408	591	169	-798	352	50	38	0	4	1	1	1
871	-475	1416	593	196	-770	360	86	38	0	4	1	1	1
859	-479	1410	592	190	-777	360	81	38	0	4	1	1	1
863	-481	1404	587	181	-780	350	69	38	0	4	1	1	1
883	-441	1416	589	229	-721	355	125	38	0	4	1	1	1
878	-439	1418	588	234	-719	365	130	38	0	4	1	1	1
859	-464	1410	581	200	-757	363	93	38	0	4	1	1	1
872	-414	1417	585	255	-687	367	159	38	0	4	1	1	1
892	-353	1433	596	324	-601	379	242	38	0	4	1	1	1
891	-345	1435	599	334	-590	380	253	38	0	4	1	1	1
889	-344	1425	595	336	-589	371	251	38	0	4	1	1	1
891	-347	1420	595	337	-588	365	245	38	0	4	1	1	1
886	-367	1426	594	316	-614	371	228	38	0	4	1	1	1
888	-361	1434	594	317	-610	376	239	38	0	4	1	1	1
899	-328	1430	596	352	-566	374	277	38	0	4	1	1	1
894	-328	1424	594	357	-557	371	284	38	0	4	1	1	1
882	-346	1422	590	339	-578	372	266	38	0	4	1	1	1
883	-354	1418	591	326	-600	368	242	38	0	4	1	1	1
880	-377	1406	589	302	-629	359	210	38	0	4	1	1	1
868	-397	1402	573	279	-654	354	189	38	0	4	1	1	1
873	-379	1406	562	294	-638	352	210	38	0	4	1	1	1
888	-352	1407	576	326	-602	359	245	38	0	4	1	1	1
891	-340	1411	592	345	-573	368	269	38	0	4	1	1	1
890	-328	1420	592	357	-554	369	284	38	0	4	1	1	1
891	-323	1420	587	359	-551	366	287	38	0	4	1	1	1
890	-341	1412	593	337	-578	366	262	38	0	4	1	1	1
884	-372	1408	594	303	-625	366	221	38	0	4	1	1	1
872	-400	1408	574	274	-660	360	184	38	0	4	1	1	1
868	-398	1407	563	272	-652	360	187	38	0	4	1	1	1
876	-382	1407	578	285	-637	360	205	38	0	4	1	1	1
887	-353	1412	591	320	-599	362	240	38	0	4	1	1	1
904	-268	1428	594	417	-480	376	354	38	0	4	1	1	1
918	-190	1442	600	503	-376	388	459	38	0	4	1	1	1
918	-192	1438	605	501	-381	385	450	38	0	4	1	1	1
921	-192	1433	605	503	-375	385	446	38	0	4	1	1	1
920	-160	1440	604	539	-335	389	492	38	0	4	1	1	1
902	-200	1433	599	501	-391	383	444	38	0	4	1	1	1
900	-232	1423	596	464	-429	380	396	38	0	4	1	1	1
927	-170	1434	600	525	-344	387	475	38	0	4	1	1	1
927	-156	1439	603	541	-332	387	496	38	0	4	1	1	1
902	-240	1430	599	456	-441	382	393	38	0	4	1	1	1
899	-271	1423	594	422	-477	383	356	38	0	4	1	1	1
910	-250	1417	593	440	-453	380	382	38	0	4	1	1	1
896	-279	1411	591	407	-497	371	339	38	0	4	1	1	1
876	-329	1410	579	351	-562	363	272	38	0	4	1	1	1
872	-351	1407	569	324	-591	356	246	38	0	4	1	1	1
875	-355	1405	569	320	-601	354	238	38	0	4	1	1	1
874	-369	1404	568	309	-624	354	216	38	0	4	1	1	1
868	-413	1387	563	259	-680	345	161	38	0	4	1	1	1
861	-448	1376	562	219	-723	336	118	38	0	4	1	1	1
859	-437	1382	560	232	-712	336	128	38	0	4	1	1	1
864	-413	1382	562	260	-675	335	163	38	0	4	1	1	1
858	-420	1372	561	250	-683	331	156	38	0	4	1	1	1
843	-462	1368	546	198	-747	327	95	38	0	4	1	1	1
840	-508	1364	536	146	-807	322	36	38	0	4	1	1	1
842	-523	1355	538	130	-822	322	23	38	0	4	1	1	1
844	-495	1359	541	164	-784	324	64	38	0	4	1	1	1
842	-480	1367	539	184	-765	320	81	38	0	4	1	1	1
840	-491	1363	537	169	-785	318	60	38	0	4	1	1	1
851	-487	1366	540	175	-778	322	71	38	0	4	1	1	1
856	-468	1373	545	201	-741	326	105	38	0	4	1	1	1
844	-478	1371	542	197	-748	329	90	38	0	4	1	1	1
846	-488	1372	544	184	-764	327	77	38	0	4	1	1	1
869	-431	1375	560	237	-688	328	155	38	0	4	1	1	1
872	-377	1376	565	289	-621	337	215	38	0	4	1	1	1
861	-402	1382	557	269	-657	337	182	38	0	4	1	1	1
853	-434	1374	561	245	-696	326	150	38	0	4	1	1	1
843	-440	1357	561	237	-701	321	139	38	0	4	1	1	1
842	-477	1365	544	192	-750	325	89	38	0	4	1	1	1
843	-517	1370	536	153	-799	326	49	38	0	4	1	1	1
848	-506	1353	541	170	-781	321	70	38	0	4	1	1	1
855	-493	1345	539	184	-763	315	88	38	0	4	1	1	1
859	-503	1352	534	166	-779	317	73	38	0	4	1	1	1
860	-516	1362	537	151	-796	323	57	38	0	4	1	1	1
870	-533	1373	540	137	-821	323	34	38	0	4	1	1	1
886	-545	1375	540	121	-838	326	14	38	0	4	1	1	1
902	-564	1378	541	98	-859	336	-7	38	0	4	1	1	1
929	-616	1389	541	48	-927	338	-69	38	0	4	1	1	1
951	-690	1390	543	-35	-1030	335	-174	38	0	4	1	1	1
955	-752	1389	539	-113	-1115	336	-255	38	0	4	1	1	1
