1237	235	1453	764	859	171	500	885	19	1	4	1	0	1
1210	224	1443	766	826	22	500	880	19	1	4	1	0	1
1167	167	1428	766	777	-132	505	872	19	1	4	1	0	1
1150	146	1455	770	775	-190	507	869	19	1	4	1	0	1
1089	104	1443	775	715	-274	500	859	19	1	4	1	0	1
1037	56	1404	772	655	-244	493	856	19	1	4	1	0	1
1038	26	1397	768	657	-157	494	853	19	1	4	1	0	1
1094	97	1456	772	709	-61	500	853	19	1	4	1	0	1
1131	165	1472	773	737	65	500	855	19	1	4	1	0	1
1159	202	1471	770	776	236	496	868	19	1	4	1	0	1
1200	268	1483	768	828	378	495	875	19	1	4	1	0	1
1261	364	1503	773	891	495	497	881	19	1	4	1	0	1
1278	394	1495	780	904	557	500	889	19	1	4	1	0	1
1313	409	1506	780	946	579	502	901	19	1	4	1	0	1
1318	380	1511	775	970	543	504	904	19	1	4	1	0	1
1285	330	1501	777	939	420	503	901	19	1	4	1	0	1
1259	317	1480	783	901	263	503	896	19	1	4	1	0	1
1232	284	1463	784	858	138	503	891	19	1	4	1	0	1
1217	267	1478	783	839	4	506	892	19	1	4	1	0	1
1148	191	1462	783	763	-198	507	875	19	1	4	1	0	1
1113	120	1453	783	727	-256	504	859	19	1	4	1	0	1
1071	83	1437	778	703	-247	501	857	19	1	4	1	0	1
1035	91	1417	774	682	-182	501	859	19	1	4	1	0	1
1043	62	1397	770	663	-106	502	849	19	1	4	1	0	1
1115	118	1457	773	709	35	504	856	19	1	4	1	0	1
1163	221	1498	777	779	204	505	869	19	1	4	1	0	1
1195	266	1498	774	828	334	505	874	19	1	4	1	0	1
1234	326	1492	768	858	430	504	881	19	1	4	1	0	1
1291	443	1501	773	925	569	503	900	19	1	4	1	0	1
1315	451	1508	780	954	654	505	911	19	1	4	1	0	1
1349	403	1518	778	967	582	511	910	19	1	4	1	0	1
1355	377	1509	779	963	447	512	906	19	1	4	1	0	1
1316	352	1501	786	938	335	510	902	19	1	4	1	0	1
1285	346	1500	787	905	190	513	901	19	1	4	1	0	1
1227	297	1478	786	824	28	511	894	19	1	4	1	0	1
1220	281	1489	788	799	-82	510	886	19	1	4	1	0	1
1175	230	1466	788	739	-253	512	871	19	1	4	1	0	1
1126	182	1428	787	675	-302	509	858	19	1	4	1	0	1
1117	172	1426	789	653	-232	506	852	19	1	4	1	0	1
1149	223	1460	793	684	-102	508	863	19	1	4	1	0	1
1159	230	1448	789	688	-12	506	863	19	1	4	1	0	1
1195	270	1484	784	727	109	504	863	19	1	4	1	0	1
1254	349	1529	791	810	281	510	874	19	1	4	1	0	1
1297	377	1524	793	867	419	514	889	19	1	4	1	0	1
1319	400	1502	788	877	491	507	891	19	1	4	1	0	1
1380	490	1523	794	936	589	510	895	19	1	4	1	0	1
1394	480	1534	804	975	634	520	909	19	1	4	1	0	1
1370	399	1516	798	967	518	515	912	19	1	4	1	0	1
1345	383	1498	798	952	364	509	905	19	1	4	1	0	1
1315	372	1504	806	924	255	514	899	19	1	4	1	0	1
1289	328	1517	808	888	108	517	900	19	1	4	1	0	1
1217	239	1487	805	804	-83	514	886	19	1	4	1	0	1
1187	193	1478	794	775	-176	510	871	19	1	4	1	0	1
1131	116	1452	777	714	-268	505	857	19	1	4	1	0	1
1064	58	1411	762	638	-260	503	856	19	1	4	1	0	1
1036	42	1397	753	608	-197	506	851	19	1	4	1	0	1
1076	80	1444	746	645	-105	503	845	19	1	4	1	0	1
1109	100	1451	740	673	2	500	843	19	1	4	1	0	1
1141	142	1451	734	713	139	505	854	19	1	4	1	0	1
1184	222	1457	734	768	289	506	858	19	1	4	1	0	1
1240	297	1461	738	823	427	501	865	19	1	4	1	0	1
1252	314	1447	732	827	461	503	877	19	1	4	1	0	1
1279	305	1443	727	856	448	508	879	19	1	4	1	0	1
1277	237	1429	728	862	429	509	875	19	1	4	1	0	1
1269	196	1422	727	842	338	509	879	19	1	4	1	0	1
1266	197	1418	730	817	171	510	880	19	1	4	1	0	1
1220	140	1401	739	756	30	505	868	19	1	4	1	0	1
1195	115	1401	741	722	-93	504	863	19	1	4	1	0	1
1155	80	1397	739	657	-292	506	853	19	1	4	1	0	1
1127	35	1410	742	626	-368	507	844	19	1	4	1	0	1
1072	-27	1392	744	588	-364	506	838	19	1	4	1	0	1
1045	-29	1373	742	573	-276	503	840	19	1	4	1	0	1
1056	-34	1369	743	579	-195	502	838	19	1	4	1	0	1
1106	20	1411	744	626	-91	503	839	19	1	4	1	0	1
1132	91	1412	739	665	55	503	837	19	1	4	1	0	1
1154	144	1406	734	695	208	499	844	19	1	4	1	0	1
1192	217	1415	737	728	317	497	852	19	1	4	1	0	1
1250	278	1427	742	786	419	505	862	19	1	4	1	0	1
1240	241	1401	737	772	464	506	864	19	1	4	1	0	1
